AFUB_007790	CADAFUBG00000782
AFUB_050920	CADAFUBG00005072
AFUB_047320	CADAFUBG00004722
AFUB_061900	CADAFUBG00006168
AFUB_089460	CADAFUBG00008860
AFUB_038300	CADAFUBG00003817
AFUB_077610	CADAFUBG00007701
AFUB_068620	CADAFUBG00006810
AFUB_029390	CADAFUBG00002934
AFUB_054620	CADAFUBG00005442
AFUB_028790	CADAFUBG00002873
AFUB_088150	CADAFUBG00008729
AFUB_058770	CADAFUBG00005856
AFUB_056990	CADAFUBG00005678
AFUB_005770	CADAFUBG00000579
AFUB_059890	CADAFUBG00005969
AFUB_056270	CADAFUBG00005606
AFUB_072530	CADAFUBG00007193
AFUB_011350	CADAFUBG00001140
AFUB_010970	CADAFUBG00001102
AFUB_063510	CADAFUBG00006299
AFUB_090110	CADAFUBG00008925
AFUB_087660	CADAFUBG00008679
AFUB_040930	CADAFUBG00004080
AFUB_029440	CADAFUBG00002939
AFUB_018720	CADAFUBG00001866
AFUB_088920	CADAFUBG00008806
AFUB_088050	CADAFUBG00008719
AFUB_087450	CADAFUBG00008657
AFUB_100250	CADAFUBG00009921
AFUB_087440	CADAFUBG00008656
AFUB_074990	CADAFUBG00007439
AFUB_029710	CADAFUBG00002966
AFUB_058920	CADAFUBG00005871
AFUB_049350	CADAFUBG00004915
AFUB_018210	CADAFUBG00001815
AFUB_029850	CADAFUBG00002980
AFUB_071380	CADAFUBG00007086
AFUB_079110	CADAFUBG00007849
AFUB_074190	CADAFUBG00007359
AFUB_042750	CADAFUBG00004264
AFUB_071840	CADAFUBG00007133
AFUB_078900	CADAFUBG00007828
AFUB_069170	CADAFUBG00006865
AFUB_041620	CADAFUBG00004151
AFUB_040150	CADAFUBG00004002
AFUB_082630	CADAFUBG00008192
AFUB_053590	CADAFUBG00005339
AFUB_000700	CADAFUBG00000070
AFUB_090920	CADAFUBG00009006
AFUB_037000	CADAFUBG00003687
AFUB_051440	CADAFUBG00005124
AFUB_039470	CADAFUBG00003934
AFUB_058720	CADAFUBG00005851
AFUB_082230	CADAFUBG00008152
AFUB_076620	CADAFUBG00007602
AFUB_029080	CADAFUBG00002903
AFUB_039100	CADAFUBG00003897
AFUB_032920	CADAFUBG00003287
AFUB_027520	CADAFUBG00002745
AFUB_055820	CADAFUBG00005561
AFUB_045210	CADAFUBG00004511
AFUB_066170	CADAFUBG00006567
AFUB_058650	CADAFUBG00005844
AFUB_054750	CADAFUBG00005455
AFUB_032170	CADAFUBG00003212
AFUB_004630	CADAFUBG00000465
AFUB_029560	CADAFUBG00002951
AFUB_099110	CADAFUBG00009807
AFUB_019070	CADAFUBG00001901
AFUB_089430	CADAFUBG00008857
AFUB_087970	CADAFUBG00008711
AFUB_073060	CADAFUBG00007246
AFUB_016760	CADAFUBG00001681
AFUB_091420	CADAFUBG00009055
AFUB_095490	CADAFUBG00009451
AFUB_037940	CADAFUBG00003781
AFUB_035890	CADAFUBG00003576
AFUB_041970	CADAFUBG00004186
AFUB_061550	CADAFUBG00006134
AFUB_055890	CADAFUBG00005568
AFUB_075420	CADAFUBG00007482
AFUB_001960	CADAFUBG00000196
AFUB_010790	CADAFUBG00001084
AFUB_051710	CADAFUBG00005151
AFUB_064690	CADAFUBG00006418
AFUB_090370	CADAFUBG00008951
AFUB_078190	CADAFUBG00007757
AFUB_061340	CADAFUBG00006114
AFUB_088950	CADAFUBG00008809
AFUB_034850	CADAFUBG00003471
AFUB_006420	CADAFUBG00000645
AFUB_021080	CADAFUBG00002102
AFUB_068060	CADAFUBG00006754
AFUB_050890	CADAFUBG00005069
AFUB_084310	CADAFUBG00008360
AFUB_096160	CADAFUBG00009518
AFUB_055700	CADAFUBG00005549
AFUB_051290	CADAFUBG00005109
AFUB_025410	CADAFUBG00002535
AFUB_080690	CADAFUBG00007996
AFUB_101330	CADAFUBG00010018
AFUB_085160	CADAFUBG00008446
AFUB_096290	CADAFUBG00009531
AFUB_098840	CADAFUBG00009780
AFUB_091160	CADAFUBG00009029
AFUB_063540	CADAFUBG00006302
AFUB_057680	CADAFUBG00005747
AFUB_096600	CADAFUBG00004429	CADAFUBG00004447	CADAFUBG00007839	CADAFUBG00009562
AFUB_064060	CADAFUBG00006355
AFUB_035840	CADAFUBG00003571
AFUB_025670	CADAFUBG00002561
AFUB_000840	CADAFUBG00000084
AFUB_072760	CADAFUBG00007216
AFUB_010490	CADAFUBG00001054
AFUB_011390	CADAFUBG00001144
AFUB_064390	CADAFUBG00006388
AFUB_031630	CADAFUBG00003158
AFUB_018240	CADAFUBG00001818
AFUB_022060	CADAFUBG00002200
AFUB_021010	CADAFUBG00002095
AFUB_064890	CADAFUBG00006439
AFUB_041340	CADAFUBG00004122
AFUB_050630	CADAFUBG00005043
AFUB_027320	CADAFUBG00002725
AFUB_089800	CADAFUBG00008894
AFUB_060140	CADAFUBG00005994
AFUB_008110	CADAFUBG00000815
AFUB_009980	CADAFUBG00001003
AFUB_057710	CADAFUBG00005750
AFUB_009360	CADAFUBG00000941
AFUB_083030	CADAFUBG00008232
AFUB_090080	CADAFUBG00008922
AFUB_013160	CADAFUBG00001321
AFUB_084950	CADAFUBG00008425
AFUB_072240	CADAFUBG00007164
AFUB_085070	CADAFUBG00008437
AFUB_039590	CADAFUBG00003946
AFUB_069950	CADAFUBG00006943
AFUB_083470	CADAFUBG00008276
AFUB_077770	CADAFUBG00007716
AFUB_077330	CADAFUBG00007673
AFUB_090030	CADAFUBG00008917
AFUB_060590	CADAFUBG00006039
AFUB_046080	CADAFUBG00004599
AFUB_074250	CADAFUBG00007365
AFUB_071780	CADAFUBG00007127
AFUB_013130	CADAFUBG00001318
AFUB_062030	CADAFUBG00006181
AFUB_038750	CADAFUBG00003862
AFUB_082970	CADAFUBG00008226
AFUB_093720	CADAFUBG00009275
AFUB_035400	CADAFUBG00003527
AFUB_021370	CADAFUBG00002131
AFUB_095240	CADAFUBG00009426
AFUB_076910	CADAFUBG00007631
AFUB_004770	CADAFUBG00000479
AFUB_028140	CADAFUBG00002808
AFUB_082310	CADAFUBG00008160
AFUB_045580	CADAFUBG00004548
AFUB_050830	CADAFUBG00005063
AFUB_041780	CADAFUBG00004167
AFUB_072260	CADAFUBG00007166
AFUB_015640	CADAFUBG00001569
AFUB_060720	CADAFUBG00006052
AFUB_034190	CADAFUBG00003405
AFUB_006520	CADAFUBG00000655
AFUB_060950	CADAFUBG00006075
AFUB_074490	CADAFUBG00007389
AFUB_042730	CADAFUBG00004262
AFUB_026640	CADAFUBG00002658
AFUB_099730	CADAFUBG00009869
AFUB_067390	CADAFUBG00006686
AFUB_082840	CADAFUBG00008213
AFUB_093640	CADAFUBG00009267
AFUB_065720	CADAFUBG00006522
AFUB_082710	CADAFUBG00008200
AFUB_036170	CADAFUBG00003604
AFUB_021880	CADAFUBG00002182
AFUB_094240	CADAFUBG00009327
AFUB_083970	CADAFUBG00008326
AFUB_018080	CADAFUBG00001802
AFUB_050480	CADAFUBG00005028
AFUB_028870	CADAFUBG00002881
AFUB_090230	CADAFUBG00008937
AFUB_063430	CADAFUBG00006291
AFUB_084320	CADAFUBG00008361
AFUB_051080	CADAFUBG00005088
AFUB_004100	CADAFUBG00000411
AFUB_036360	CADAFUBG00003623
AFUB_031090	CADAFUBG00003104
AFUB_061650	CADAFUBG00006143
AFUB_101120	CADAFUBG00009997
AFUB_000480	CADAFUBG00000048
AFUB_042180	CADAFUBG00004207
AFUB_057820	CADAFUBG00005761
AFUB_051000	CADAFUBG00005080
AFUB_081600	CADAFUBG00008088
AFUB_027640	CADAFUBG00002757
AFUB_018370	CADAFUBG00001831
AFUB_083760	CADAFUBG00008305
AFUB_001400	CADAFUBG00000140
AFUB_082460	CADAFUBG00008175
AFUB_074470	CADAFUBG00007387
AFUB_061950	CADAFUBG00006173
AFUB_003360	CADAFUBG00000336
AFUB_096280	CADAFUBG00009530
AFUB_009930	CADAFUBG00000998
AFUB_048350	CADAFUBG00004825
AFUB_085010	CADAFUBG00008431
AFUB_077440	CADAFUBG00007684
AFUB_093010	CADAFUBG00009204
AFUB_066680	CADAFUBG00006618
AFUB_015880	CADAFUBG00001593
AFUB_023880	CADAFUBG00002382
AFUB_054350	CADAFUBG00005415
AFUB_020330	CADAFUBG00002027
AFUB_079070	CADAFUBG00007845
AFUB_095640	CADAFUBG00009466
AFUB_016630	CADAFUBG00001668
AFUB_063890	CADAFUBG00006338
AFUB_039630	CADAFUBG00003950
AFUB_061000	CADAFUBG00006080
AFUB_100270	CADAFUBG00009923
AFUB_020440	CADAFUBG00002038
AFUB_079690	CADAFUBG00007906
AFUB_063090	CADAFUBG00006257
AFUB_061240	CADAFUBG00006104
AFUB_055830	CADAFUBG00005562
AFUB_040900	CADAFUBG00004077
AFUB_050780	CADAFUBG00005058
AFUB_052060	CADAFUBG00005186
AFUB_010520	CADAFUBG00001057
AFUB_003960	CADAFUBG00000397
AFUB_069090	CADAFUBG00006857
AFUB_026030	CADAFUBG00002597
AFUB_088490	CADAFUBG00008763
AFUB_099280	CADAFUBG00009824
AFUB_078010	CADAFUBG00007740
AFUB_100210	CADAFUBG00009917
AFUB_050880	CADAFUBG00005068
AFUB_099520	CADAFUBG00009848
AFUB_096070	CADAFUBG00009509
AFUB_041370	CADAFUBG00004125
AFUB_087040	CADAFUBG00008616
AFUB_081640	CADAFUBG00008092
AFUB_070950	CADAFUBG00007043
AFUB_075700	CADAFUBG00007510
AFUB_071650	CADAFUBG00007114
AFUB_020960	CADAFUBG00002090
AFUB_019780	CADAFUBG00001972
AFUB_063370	CADAFUBG00006285
AFUB_055340	CADAFUBG00005514
AFUB_051160	CADAFUBG00005096
AFUB_031310	CADAFUBG00003126
AFUB_092750	CADAFUBG00009187
AFUB_004680	CADAFUBG00000470
AFUB_069070	CADAFUBG00006855
AFUB_049200	CADAFUBG00004900
AFUB_083550	CADAFUBG00008284
AFUB_086330	CADAFUBG00008565
AFUB_081860	CADAFUBG00008114
AFUB_008130	CADAFUBG00000817
AFUB_028160	CADAFUBG00002810
AFUB_021530	CADAFUBG00002147
AFUB_049390	CADAFUBG00004919
AFUB_029870	CADAFUBG00002982
AFUB_036710	CADAFUBG00003658
AFUB_097940	CADAFUBG00009699
AFUB_073050	CADAFUBG00007245
AFUB_077520	CADAFUBG00007692
AFUB_049750	CADAFUBG00004955
AFUB_005280	CADAFUBG00000530
AFUB_087130	CADAFUBG00008625
AFUB_093740	CADAFUBG00009277
AFUB_077730	CADAFUBG00007713
AFUB_087060	CADAFUBG00008618
AFUB_058250	CADAFUBG00005804
AFUB_001760	CADAFUBG00000176
AFUB_006220	CADAFUBG00000625
AFUB_057660	CADAFUBG00005745
AFUB_074910	CADAFUBG00007431
AFUB_041760	CADAFUBG00004165
AFUB_014510	CADAFUBG00001456
AFUB_049180	CADAFUBG00004898
AFUB_030410	CADAFUBG00003036
AFUB_072890	CADAFUBG00007229
AFUB_092440	CADAFUBG00009157
AFUB_007610	CADAFUBG00000764
AFUB_097670	CADAFUBG00007933	CADAFUBG00009672	CADAFUBG00009708
AFUB_025870	CADAFUBG00002581
AFUB_096820	CADAFUBG00009584
AFUB_040050	CADAFUBG00003992
AFUB_045030	CADAFUBG00004493
AFUB_069590	CADAFUBG00006907
AFUB_025130	CADAFUBG00002507
AFUB_068310	CADAFUBG00006779
AFUB_023150	CADAFUBG00002309
AFUB_002990	CADAFUBG00000299
AFUB_025600	CADAFUBG00002554
AFUB_018190	CADAFUBG00001813
AFUB_013630	CADAFUBG00001368
AFUB_099080	CADAFUBG00009804
AFUB_068750	CADAFUBG00006823
AFUB_066040	CADAFUBG00006554
AFUB_010260	CADAFUBG00001031
AFUB_040190	CADAFUBG00004006
AFUB_057620	CADAFUBG00005741
AFUB_036920	CADAFUBG00003679
AFUB_026830	CADAFUBG00002677
AFUB_054530	CADAFUBG00005433
AFUB_026240	CADAFUBG00002618
AFUB_044550	CADAFUBG00004445	CADAFUBG00007110
AFUB_060130	CADAFUBG00005993
AFUB_002120	CADAFUBG00000212
AFUB_083590	CADAFUBG00008288
AFUB_096420	CADAFUBG00009544
AFUB_063740	CADAFUBG00006323
AFUB_063290	CADAFUBG00006277
AFUB_043350	CADAFUBG00004325
AFUB_076250	CADAFUBG00007565
AFUB_047190	CADAFUBG00004709
AFUB_097270	CADAFUBG00009629
AFUB_091690	CADAFUBG00009082
AFUB_060650	CADAFUBG00006045
AFUB_096170	CADAFUBG00009519
AFUB_020560	CADAFUBG00002050
AFUB_087550	CADAFUBG00008668
AFUB_016620	CADAFUBG00001667
AFUB_045110	CADAFUBG00004501
AFUB_007680	CADAFUBG00000771
AFUB_068090	CADAFUBG00006757
AFUB_079230	CADAFUBG00007861
AFUB_026000	CADAFUBG00002594
AFUB_006130	CADAFUBG00000616
AFUB_093570	CADAFUBG00009260
AFUB_032470	CADAFUBG00003242
AFUB_036490	CADAFUBG00003636
AFUB_022520	CADAFUBG00002246
AFUB_082590	CADAFUBG00008188
AFUB_081430	CADAFUBG00008071
AFUB_085230	CADAFUBG00008453
AFUB_051140	CADAFUBG00005094
AFUB_002300	CADAFUBG00000230
AFUB_083680	CADAFUBG00008297
AFUB_086710	CADAFUBG00008583
AFUB_066780	CADAFUBG00006628
AFUB_054310	CADAFUBG00005411
AFUB_017210	CADAFUBG00001716
AFUB_096900	CADAFUBG00009592
AFUB_009280	CADAFUBG00000933
AFUB_083710	CADAFUBG00008300
AFUB_011810	CADAFUBG00001186
AFUB_101730	CADAFUBG00010060
AFUB_018670	CADAFUBG00001861
AFUB_051510	CADAFUBG00005131
AFUB_018410	CADAFUBG00001835
AFUB_035270	CADAFUBG00003514
AFUB_006680	CADAFUBG00000671
AFUB_068990	CADAFUBG00006847
AFUB_057220	CADAFUBG00005701
AFUB_027890	CADAFUBG00002783
AFUB_017200	CADAFUBG00001715
AFUB_088630	CADAFUBG00008777
AFUB_042070	CADAFUBG00004196
AFUB_005130	CADAFUBG00000515
AFUB_043910	CADAFUBG00004381
AFUB_051620	CADAFUBG00005142
AFUB_067320	CADAFUBG00006679
AFUB_060670	CADAFUBG00006047
AFUB_067350	CADAFUBG00006682
AFUB_101420	CADAFUBG00010027
AFUB_048100	CADAFUBG00004800
AFUB_030620	CADAFUBG00003057
AFUB_024270	CADAFUBG00002421
AFUB_101140	CADAFUBG00009999
AFUB_009420	CADAFUBG00000947
AFUB_062560	CADAFUBG00006233
AFUB_047170	CADAFUBG00004707
AFUB_102060	CADAFUBG00010093
AFUB_049560	CADAFUBG00004936
AFUB_060910	CADAFUBG00006071
AFUB_065350	CADAFUBG00006485
AFUB_057260	CADAFUBG00005705
AFUB_084990	CADAFUBG00008429
AFUB_096840	CADAFUBG00009586
AFUB_077980	CADAFUBG00007737
AFUB_092390	CADAFUBG00009152
AFUB_053490	CADAFUBG00005329
AFUB_042200	CADAFUBG00004209
AFUB_005390	CADAFUBG00000541
AFUB_016580	CADAFUBG00001663
AFUB_025050	CADAFUBG00002499
AFUB_037890	CADAFUBG00003776
AFUB_019680	CADAFUBG00001962
AFUB_093460	CADAFUBG00009249
AFUB_085090	CADAFUBG00008439
AFUB_042240	CADAFUBG00004213
AFUB_068260	CADAFUBG00006774
AFUB_093540	CADAFUBG00009257
AFUB_047300	CADAFUBG00004720
AFUB_072580	CADAFUBG00007198
AFUB_017640	CADAFUBG00001759
AFUB_042620	CADAFUBG00004251
AFUB_030240	CADAFUBG00003019
AFUB_021270	CADAFUBG00002121
AFUB_010160	CADAFUBG00001021
AFUB_030680	CADAFUBG00003063
AFUB_027590	CADAFUBG00002752
AFUB_014620	CADAFUBG00001467
AFUB_081740	CADAFUBG00008102
AFUB_017770	CADAFUBG00001772
AFUB_079100	CADAFUBG00007848
AFUB_005060	CADAFUBG00000508
AFUB_088190	CADAFUBG00008733
AFUB_043680	CADAFUBG00004358
AFUB_021840	CADAFUBG00002178
AFUB_019050	CADAFUBG00001899
AFUB_049000	CADAFUBG00004880
AFUB_038330	CADAFUBG00003820
AFUB_096260	CADAFUBG00009528
AFUB_032090	CADAFUBG00003204
AFUB_046640	CADAFUBG00004654
AFUB_069680	CADAFUBG00006916
AFUB_042050	CADAFUBG00004194
AFUB_070000	CADAFUBG00006948
AFUB_081630	CADAFUBG00008091
AFUB_068390	CADAFUBG00006787
AFUB_036280	CADAFUBG00003615
AFUB_031050	CADAFUBG00003100
AFUB_041590	CADAFUBG00004147
AFUB_021450	CADAFUBG00002139
AFUB_057070	CADAFUBG00005686
AFUB_007760	CADAFUBG00000779
AFUB_052470	CADAFUBG00005227
AFUB_093080	CADAFUBG00009211
AFUB_025330	CADAFUBG00002527
AFUB_025360	CADAFUBG00002530
AFUB_011370	CADAFUBG00001142
AFUB_091140	CADAFUBG00009027	CADAFUBG00009028
AFUB_093760	CADAFUBG00009279
AFUB_055420	CADAFUBG00005521
AFUB_049890	CADAFUBG00004969
AFUB_023280	CADAFUBG00002322
AFUB_093920	CADAFUBG00009295
AFUB_041260	CADAFUBG00004114
AFUB_034830	CADAFUBG00003469
AFUB_085460	CADAFUBG00008477
AFUB_081030	CADAFUBG00008030
AFUB_072600	CADAFUBG00007200
AFUB_035740	CADAFUBG00003561
AFUB_081800	CADAFUBG00008108
AFUB_032600	CADAFUBG00003255
AFUB_079220	CADAFUBG00007860
AFUB_039750	CADAFUBG00003962
AFUB_040070	CADAFUBG00003994
AFUB_089740	CADAFUBG00008888
AFUB_039480	CADAFUBG00003935
AFUB_088360	CADAFUBG00008750
AFUB_044950	CADAFUBG00004485
AFUB_010750	CADAFUBG00001080
AFUB_018660	CADAFUBG00001860
AFUB_082750	CADAFUBG00008204
AFUB_025490	CADAFUBG00002543
AFUB_035320	CADAFUBG00003519
AFUB_066730	CADAFUBG00006623
AFUB_036960	CADAFUBG00003683
AFUB_082450	CADAFUBG00008174
AFUB_060620	CADAFUBG00006042
AFUB_026110	CADAFUBG00002605
AFUB_095920	CADAFUBG00009494
AFUB_065580	CADAFUBG00006508
AFUB_090950	CADAFUBG00009008
AFUB_092650	CADAFUBG00009177
AFUB_069310	CADAFUBG00006879
AFUB_054220	CADAFUBG00005402
AFUB_028350	CADAFUBG00002829
AFUB_055000	CADAFUBG00005480
AFUB_005110	CADAFUBG00000513
AFUB_069350	CADAFUBG00006883
AFUB_007190	CADAFUBG00000722
AFUB_075610	CADAFUBG00007501
AFUB_004310	CADAFUBG00000432
AFUB_056770	CADAFUBG00005656
AFUB_090720	CADAFUBG00008986
AFUB_090330	CADAFUBG00008947
AFUB_074690	CADAFUBG00007409
AFUB_055110	CADAFUBG00005491
AFUB_043570	CADAFUBG00004347
AFUB_043090	CADAFUBG00004299
AFUB_040950	CADAFUBG00004082
AFUB_001110	CADAFUBG00000111
AFUB_055630	CADAFUBG00005542
AFUB_024860	CADAFUBG00002480
AFUB_035390	CADAFUBG00003526
AFUB_071230	CADAFUBG00007071
AFUB_093290	CADAFUBG00009232
AFUB_058610	CADAFUBG00005840
AFUB_039820	CADAFUBG00003969
AFUB_028900	CADAFUBG00002884
AFUB_075050	CADAFUBG00007445
AFUB_041200	CADAFUBG00004108
AFUB_089260	CADAFUBG00008840
AFUB_047220	CADAFUBG00004712
AFUB_042080	CADAFUBG00004197
AFUB_075310	CADAFUBG00007471
AFUB_069840	CADAFUBG00006932
AFUB_021300	CADAFUBG00002124
AFUB_028240	CADAFUBG00002818
AFUB_072400	CADAFUBG00007180
AFUB_020030	CADAFUBG00001997
AFUB_031260	CADAFUBG00003121
AFUB_000200	CADAFUBG00000020
AFUB_088250	CADAFUBG00008739
AFUB_031130	CADAFUBG00003108
AFUB_039720	CADAFUBG00003959
AFUB_011280	CADAFUBG00001133
AFUB_068890	CADAFUBG00006837
AFUB_026450	CADAFUBG00002639
AFUB_004900	CADAFUBG00000492
AFUB_009380	CADAFUBG00000943
AFUB_061210	CADAFUBG00006101
AFUB_007690	CADAFUBG00000772
AFUB_034440	CADAFUBG00003430
AFUB_075810	CADAFUBG00007521
AFUB_024580	CADAFUBG00002452
AFUB_071360	CADAFUBG00007084
AFUB_013210	CADAFUBG00001326
AFUB_072920	CADAFUBG00007231
AFUB_018000	CADAFUBG00001795
AFUB_056840	CADAFUBG00005663
AFUB_084809	CADAFUBG00008410
AFUB_075030	CADAFUBG00007443
AFUB_092250	CADAFUBG00009138
AFUB_085760	CADAFUBG00008507
AFUB_024370	CADAFUBG00002431
AFUB_008690	CADAFUBG00000873
AFUB_074780	CADAFUBG00007418
AFUB_035080	CADAFUBG00003494
AFUB_026660	CADAFUBG00002660
AFUB_057870	CADAFUBG00005766
AFUB_101210	CADAFUBG00010006
AFUB_027690	CADAFUBG00002762
AFUB_074220	CADAFUBG00007362
AFUB_052160	CADAFUBG00005196
AFUB_053550	CADAFUBG00005335
AFUB_039450	CADAFUBG00003932
AFUB_084000	CADAFUBG00008329
AFUB_007910	CADAFUBG00000795
AFUB_021340	CADAFUBG00002128
AFUB_082870	CADAFUBG00008216
AFUB_080700	CADAFUBG00007997
AFUB_001270	CADAFUBG00000127
AFUB_049880	CADAFUBG00004968
AFUB_059750	CADAFUBG00005955
AFUB_003660	CADAFUBG00000367
AFUB_000420	CADAFUBG00000042
AFUB_093050	CADAFUBG00009208
AFUB_068940	CADAFUBG00006842
AFUB_101980	CADAFUBG00010085
AFUB_013450	CADAFUBG00001350
AFUB_059350	CADAFUBG00005915
AFUB_044000	CADAFUBG00004390
AFUB_091030	CADAFUBG00009016
AFUB_087490	CADAFUBG00008662
AFUB_006410	CADAFUBG00000644
AFUB_096800	CADAFUBG00009582
AFUB_026100	CADAFUBG00002604
AFUB_015690	CADAFUBG00001574
AFUB_086900	CADAFUBG00008602
AFUB_014940	CADAFUBG00001499
AFUB_053220	CADAFUBG00005302
AFUB_091870	CADAFUBG00009100
AFUB_001030	CADAFUBG00000103
AFUB_015340	CADAFUBG00001539
AFUB_022330	CADAFUBG00002227
AFUB_028200	CADAFUBG00002814
AFUB_055360	CADAFUBG00005515
AFUB_033150	CADAFUBG00003310
AFUB_039010	CADAFUBG00003888
AFUB_002410	CADAFUBG00000241
AFUB_082780	CADAFUBG00008207
AFUB_080200	CADAFUBG00007948
AFUB_059960	CADAFUBG00005976
AFUB_092410	CADAFUBG00009154
AFUB_020260	CADAFUBG00002020
AFUB_064590	CADAFUBG00006408
AFUB_044500	CADAFUBG00004440
AFUB_066140	CADAFUBG00006564
AFUB_039130	CADAFUBG00003900
AFUB_020660	CADAFUBG00002060
AFUB_071180	CADAFUBG00007066
AFUB_054470	CADAFUBG00005427
AFUB_032000	CADAFUBG00003195
AFUB_008930	CADAFUBG00000897
AFUB_016090	CADAFUBG00001614
AFUB_023750	CADAFUBG00002369
AFUB_022480	CADAFUBG00002242
AFUB_088450	CADAFUBG00008759
AFUB_033100	CADAFUBG00003305
AFUB_097120	CADAFUBG00009614
AFUB_082900	CADAFUBG00008219
AFUB_016980	CADAFUBG00001702
AFUB_028560	CADAFUBG00002850
AFUB_091340	CADAFUBG00009047
AFUB_082480	CADAFUBG00008177
AFUB_080920	CADAFUBG00008019
AFUB_080320	CADAFUBG00007960
AFUB_089190	CADAFUBG00008833
AFUB_090580	CADAFUBG00008972
AFUB_085360	CADAFUBG00008466
AFUB_004980	CADAFUBG00000500
AFUB_013810	CADAFUBG00001386
AFUB_020000	CADAFUBG00001994
AFUB_033330	CADAFUBG00003328
AFUB_023730	CADAFUBG00002367
AFUB_057840	CADAFUBG00005763
AFUB_042880	CADAFUBG00004278
AFUB_022070	CADAFUBG00002201
AFUB_078240	CADAFUBG00007762
AFUB_077190	CADAFUBG00007659
AFUB_060760	CADAFUBG00006056
AFUB_053870	CADAFUBG00005367
AFUB_038280	CADAFUBG00003815
AFUB_019770	CADAFUBG00001971
AFUB_033700	CADAFUBG00003365
AFUB_005930	CADAFUBG00000595
AFUB_039000	CADAFUBG00003887
AFUB_014100	CADAFUBG00001415
AFUB_061320	CADAFUBG00006112
AFUB_028850	CADAFUBG00002879
AFUB_022530	CADAFUBG00002247
AFUB_000190	CADAFUBG00000019
AFUB_047030	CADAFUBG00004693
AFUB_018840	CADAFUBG00001878
AFUB_063580	CADAFUBG00006307
AFUB_054430	CADAFUBG00005423
AFUB_050800	CADAFUBG00005060
AFUB_000940	CADAFUBG00000094
AFUB_011510	CADAFUBG00001156
AFUB_014820	CADAFUBG00001487
AFUB_053990	CADAFUBG00005379
AFUB_029790	CADAFUBG00002974
AFUB_016400	CADAFUBG00001645
AFUB_072110	CADAFUBG00007160
AFUB_030600	CADAFUBG00003055
AFUB_039540	CADAFUBG00003941
AFUB_101310	CADAFUBG00010016
AFUB_020980	CADAFUBG00002092
AFUB_014670	CADAFUBG00001472
AFUB_091040	CADAFUBG00009017
AFUB_059860	CADAFUBG00005966
AFUB_038270	CADAFUBG00003814
AFUB_032540	CADAFUBG00003249
AFUB_099300	CADAFUBG00009826
AFUB_019790	CADAFUBG00001973
AFUB_026310	CADAFUBG00002625
AFUB_101100	CADAFUBG00009995
AFUB_056290	CADAFUBG00005608
AFUB_066740	CADAFUBG00006624
AFUB_067280	CADAFUBG00006675
AFUB_100350	CADAFUBG00009931
AFUB_046770	CADAFUBG00004667
AFUB_092550	CADAFUBG00009167
AFUB_065610	CADAFUBG00006511
AFUB_032700	CADAFUBG00003265
AFUB_011520	CADAFUBG00001157
AFUB_074520	CADAFUBG00007392
AFUB_018570	CADAFUBG00001851
AFUB_099590	CADAFUBG00009855
AFUB_029000	CADAFUBG00002895
AFUB_025400	CADAFUBG00002534
AFUB_006280	CADAFUBG00000631
AFUB_061150	CADAFUBG00006095
AFUB_083580	CADAFUBG00008287
AFUB_025000	CADAFUBG00002494
AFUB_027040	CADAFUBG00002697
AFUB_015490	CADAFUBG00001554
AFUB_079350	CADAFUBG00007873
AFUB_056020	CADAFUBG00005581
AFUB_009750	CADAFUBG00000980
AFUB_009660	CADAFUBG00000971
AFUB_064220	CADAFUBG00006371
AFUB_019390	CADAFUBG00001933
AFUB_096030	CADAFUBG00009505
AFUB_079340	CADAFUBG00007872
AFUB_094840	CADAFUBG00009387
AFUB_080780	CADAFUBG00008005
AFUB_032620	CADAFUBG00003257
AFUB_056380	CADAFUBG00005617
AFUB_004080	CADAFUBG00000409
AFUB_028860	CADAFUBG00002880
AFUB_079670	CADAFUBG00007904
AFUB_002610	CADAFUBG00000261
AFUB_081080	CADAFUBG00008035
AFUB_087190	CADAFUBG00008631
AFUB_057970	CADAFUBG00005776
AFUB_010640	CADAFUBG00001069
AFUB_066710	CADAFUBG00006621
AFUB_005680	CADAFUBG00000570
AFUB_029600	CADAFUBG00002955
AFUB_015660	CADAFUBG00001571
AFUB_025270	CADAFUBG00002521
AFUB_087560	CADAFUBG00008669
AFUB_046020	CADAFUBG00004593
AFUB_083440	CADAFUBG00008273
AFUB_005350	CADAFUBG00000537
AFUB_019190	CADAFUBG00001913
AFUB_086420	CADAFUBG00008574
AFUB_084250	CADAFUBG00008354
AFUB_079280	CADAFUBG00007866
AFUB_026840	CADAFUBG00002678
AFUB_011940	CADAFUBG00001199
AFUB_076970	CADAFUBG00007637
AFUB_062010	CADAFUBG00006179
AFUB_059930	CADAFUBG00005973
AFUB_044960	CADAFUBG00004486
AFUB_082200	CADAFUBG00008149
AFUB_049440	CADAFUBG00004924
AFUB_040730	CADAFUBG00004060
AFUB_013640	CADAFUBG00001369
AFUB_036800	CADAFUBG00003667
AFUB_091750	CADAFUBG00009088
AFUB_065700	CADAFUBG00006520
AFUB_062000	CADAFUBG00006178
AFUB_038650	CADAFUBG00003852
AFUB_093220	CADAFUBG00009225
AFUB_047680	CADAFUBG00004758
AFUB_056580	CADAFUBG00005637
AFUB_055270	CADAFUBG00005507
AFUB_052590	CADAFUBG00005239
AFUB_025810	CADAFUBG00002575
